,Matches Completed At Time,Venue,Number Of Matches Completed At Venue,Host Club,Suburb Location Of Venue,Latitude,Longitude
338,9,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
339,9,South Oval,0,Curtin University Wesley,Bentley,-32.00884642,115.8900356
340,9,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
341,9,John Dunn Memorial Oval,3,Kelmscott,Kelmscott,-32.12518622,116.0068897
342,9,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
343,9,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
344,9,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
345,9,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
346,9,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
347,9,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
348,9,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
349,9,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
350,9,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
351,9,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
352,9,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
353,9,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
354,9,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
355,9,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
356,9,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
357,9,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
358,9,Harmony Fields,0,Maddington,Maddington,-32.05483991,116.0116379
359,9,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
360,9,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
361,9,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
362,9,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
363,9,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
364,9,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
365,9,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
366,9,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
367,9,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
368,9,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
369,9,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
370,10,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
371,10,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
372,10,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
373,10,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
374,10,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
375,10,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
376,10,South Oval,0,Curtin University Wesley,Bentley,-32.00884642,115.8900356
377,10,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
378,10,John Dunn Memorial Oval,4,Kelmscott,Kelmscott,-32.12518622,116.0068897
379,10,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
380,10,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
381,10,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
382,10,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
383,10,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
384,10,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
385,10,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
386,10,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
387,10,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
388,10,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
389,10,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
390,10,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
391,10,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
392,10,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
393,10,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
394,10,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
395,10,Harmony Fields,0,Maddington,Maddington,-32.05483991,116.0116379
396,10,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
397,10,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
398,10,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
399,10,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
400,10,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
401,10,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
402,10,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
403,10,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
404,10,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
405,10,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
406,10,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
407,11,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
408,11,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
409,11,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
410,11,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
411,11,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
412,11,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
413,11,South Oval,0,Curtin University Wesley,Bentley,-32.00884642,115.8900356
414,11,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
415,11,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
416,11,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
417,11,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
418,11,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
419,11,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
420,11,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
421,11,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
422,11,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
423,11,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
424,11,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
425,11,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
426,11,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
427,11,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
428,11,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
429,11,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
430,11,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
431,11,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
432,11,Harmony Fields,0,Maddington,Maddington,-32.05483991,116.0116379
433,11,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
434,11,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
435,11,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
436,11,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
437,11,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
438,11,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
439,11,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
440,11,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
441,11,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
442,11,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
443,11,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
444,12,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
445,12,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
446,12,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
447,12,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
448,12,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
449,12,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
450,12,South Oval,1,Curtin University Wesley,Bentley,-32.00884642,115.8900356
451,12,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
452,12,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
453,12,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
454,12,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
455,12,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
456,12,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
457,12,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
458,12,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
459,12,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
460,12,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
461,12,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
462,12,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
463,12,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
464,12,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
465,12,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
466,12,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
467,12,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
468,12,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
469,12,Harmony Fields,0,Maddington,Maddington,-32.05483991,116.0116379
470,12,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
471,12,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
472,12,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
473,12,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
474,12,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
475,12,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
476,12,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
477,12,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
478,12,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
479,12,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
480,12,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
481,13,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
482,13,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
483,13,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
484,13,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
485,13,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
486,13,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
487,13,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
488,13,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
489,13,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
490,13,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
491,13,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
492,13,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
493,13,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
494,13,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
495,13,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
496,13,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
497,13,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
498,13,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
499,13,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
500,13,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
501,13,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
502,13,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
503,13,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
504,13,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
505,13,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
506,13,Harmony Fields,0,Maddington,Maddington,-32.05483991,116.0116379
507,13,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
508,13,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
509,13,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
510,13,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
511,13,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
512,13,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
513,13,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
514,13,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
515,13,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
516,13,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
517,13,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
518,14,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
519,14,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
520,14,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
521,14,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
522,14,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
523,14,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
524,14,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
525,14,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
526,14,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
527,14,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
528,14,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
529,14,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
530,14,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
531,14,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
532,14,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
533,14,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
534,14,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
535,14,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
536,14,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
537,14,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
538,14,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
539,14,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
540,14,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
541,14,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
542,14,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
543,14,Harmony Fields,1,Maddington,Maddington,-32.05483991,116.0116379
544,14,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
545,14,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
546,14,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
547,14,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
548,14,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
549,14,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
550,14,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
551,14,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
552,14,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
553,14,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
554,14,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
555,15,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
556,15,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
557,15,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
558,15,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
559,15,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
560,15,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
561,15,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
562,15,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
563,15,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
564,15,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
565,15,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
566,15,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
567,15,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
568,15,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
569,15,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
570,15,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
571,15,UWA Sports Park,0,University,Mt Claremont,-31.95191389,115.7862036
572,15,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
573,15,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
574,15,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
575,15,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
576,15,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
577,15,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
578,15,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
579,15,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
580,15,Harmony Fields,2,Maddington,Maddington,-32.05483991,116.0116379
581,15,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
582,15,Gosnells Oval,0,Gosnells,Gosnells,-32.07163251,115.9963124
583,15,Cross Park,0,Roleystone,Roleystone,-32.11140919,116.0689755
584,15,Warnbro Sporting Complex,0,Warnbro,Warnbro,-32.3296163,115.7519065
585,15,Macdonald Reserve,0,Whitford,Padbury,-31.80364653,115.7583683
586,15,Gil Fraser Oval,0,North Fremantle,North Fremantle,-32.03507899,115.7587643
587,15,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
588,15,Kingfisher Oval,0,Ballajura,Ballajura,-31.83724709,115.8942869
589,15,City Beach Oval,0,West Coast,City Beach,-31.93729191,115.7593959
590,15,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
591,15,Lightning Park,0,Noranda,Noranda,-31.86847639,115.9155357
592,16,Dalkeith Oval,0,Collegians,Dalkeith,-32.00128593,115.7951273
593,16,Heathridge Oval,0,Ocean Ridge,Heathridge,-31.76805127,115.7579837
594,16,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
595,16,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
596,16,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
597,16,Forster Park,0,Belmont Districts,Cloverdale,-31.96841277,115.945332
598,16,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
599,16,Beasley Park,0,Bull Creek Leeming,Leeming,-32.07164018,115.869231
600,16,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
601,16,Ray Owen Reserve,0,Kalamunda,Lesmurdie,-32.00142326,116.0441285
602,16,Wanneroo Showgrounds,0,Wanneroo,Wanneroo,-31.7567764,115.8035971
603,16,Kingsway Reserve,0,Kingsway,Madeley,-31.81807322,115.8343469
604,16,Wyong Reserve,0,Canning South Perth,Bentley,-32.01013345,115.9138305
605,16,Clifton Park Oval,0,Canning Vale,Canning Vale,-32.09450205,115.9051224
606,16,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
607,16,Hamer Park,2,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
608,16,UWA Sports Park,1,University,Mt Claremont,-31.95191389,115.7862036
609,16,Burrendah Park,0,Willetton,Willetton,-32.05411786,115.8821643
610,16,Atwell Reserve,0,Jandakot,Atwell,-32.14134361,115.8633754
611,16,Swan Athletic Sporting Club,0,Swan Athletic,Herne Hill,-31.82496253,116.019822
612,16,Bill Grayden Reserve,0,Trinity Aquinas,Como,-31.99731409,115.875948
613,16,Carlisle Reserve,0,Carlisle,Carlisle,-31.9812595,115.928471
614,16,Thornlie Oval,2,Thornlie,Thornlie,-32.05795567,115.9547107
615,16,Ridgewood Park,0,Quinns District,Ridgewood,-31.66951794,115.724327
616,16,Kingsley Park,0,Kingsley,Kingsley,-31.80566529,115.7894548
